Date,Group,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2024-12-24,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-12-25,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-12-26,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-12-27,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-12-28,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-12-29,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2024-12-30,"Lunch",440.00,0.00,0.00,80.90,231.83,174.05,0.32,0.12,1.44,0.55,0.33,0.00,161.27,1112.00,12.45,0.00,1.25,17.06,107.21,0.24,3.20,66.69,0.73,184.60,683.43,3.83,865.31,1.30,35.97,51.75,15.44,12.98,1.46,16.10,5.52,0.00,2.90,0.00,0.15,0.61,0.82,0.00,0.18,0.18,0.00,0.00,0.14,0.00,0.14,0.16,0.25,0.47,0.82,0.64,0.13,0.55,52.21,0.49,0.12,0.25,0.59,false
2024-12-30,"Dinner",702.52,0.00,0.00,172.14,668.56,605.42,0.83,0.64,6.93,2.25,1.24,0.09,458.22,66.53,277.37,0.47,6.58,10.80,245.18,1.02,8.08,213.89,2.33,586.25,2164.86,19.74,2071.61,4.23,98.69,128.32,29.03,24.16,4.91,69.30,28.09,0.00,10.77,1.66,4.52,3.71,1.59,0.01,0.46,0.46,0.00,0.00,2.17,0.00,2.17,0.41,0.81,1.39,2.74,2.01,0.49,1.72,32.83,1.17,0.39,1.00,1.72,false
2024-12-30,"Snacks",220.60,0.00,18.54,93.78,337.00,199.83,0.16,0.09,3.79,0.81,0.36,0.00,70.03,2.28,86.99,0.00,0.74,3.92,47.81,0.66,1.96,125.52,1.54,199.28,865.10,2.80,98.80,1.39,37.77,46.91,8.86,6.65,2.22,5.96,27.74,2.26,3.33,0.00,1.35,0.65,1.06,0.00,0.12,0.12,0.00,0.00,0.53,0.00,0.53,0.11,0.27,0.37,0.65,0.44,0.11,0.49,9.69,0.35,0.10,0.34,0.45,false
2024-12-30,"Total",1363.12,0.00,18.54,346.82,1237.39,979.30,1.32,0.84,12.17,3.61,1.93,0.09,689.52,1180.81,376.81,0.47,8.56,31.78,400.20,1.91,13.24,406.11,4.60,970.14,3713.39,26.37,3035.72,6.93,172.43,226.98,53.33,43.79,8.58,91.36,61.34,2.26,17.00,1.66,6.03,4.97,3.46,0.01,0.77,0.77,0.00,0.00,2.84,0.00,2.84,0.68,1.33,2.23,4.21,3.09,0.73,2.75,94.73,2.01,0.61,1.58,2.76,false
2024-12-31,"'-",373.58,0.00,0.00,94.84,176.02,704.70,0.53,0.27,2.89,1.45,0.47,0.00,186.43,104.01,359.96,0.00,2.10,14.53,230.93,0.33,1.21,77.63,0.83,132.73,1313.11,2.55,2.70,0.58,74.20,94.47,17.57,10.59,7.02,0.11,71.35,0.00,1.29,0.00,0.22,0.46,0.15,0.00,0.16,0.16,0.00,0.00,0.30,0.00,0.30,0.05,0.11,0.16,0.21,0.28,0.09,0.19,6.29,0.12,0.05,0.12,0.24,false
2024-12-31,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2024-12-31,"Lunch",423.87,0.00,0.00,105.27,377.27,370.23,0.50,0.34,4.29,1.57,0.61,0.06,218.65,1057.44,17.17,0.33,5.96,21.82,171.24,0.63,5.04,129.11,1.43,350.19,1441.24,13.54,1531.81,2.53,57.34,76.23,18.37,15.23,3.18,40.86,15.30,0.00,7.08,1.16,3.02,2.41,0.99,0.01,0.26,0.26,0.00,0.00,1.43,0.00,1.43,0.31,0.49,0.86,1.62,1.21,0.29,1.03,19.36,0.85,0.22,0.62,1.01,false
2024-12-31,"Dinner",267.45,,,,,,,,,,,,,0.00,,,,,,,,,,,,,408.00,,56.77,65.02,8.25,,,,26.64,18.00,1.28,,,,0.26,,,,,,,,,,,,,,,,4.00,,,,,false
2024-12-31,"Snacks",220.60,0.00,18.54,93.78,337.00,199.83,0.16,0.09,3.79,0.81,0.36,0.00,70.03,2.28,86.99,0.00,0.74,3.92,47.81,0.66,1.96,125.52,1.54,199.28,865.10,2.80,98.80,1.39,37.77,46.91,8.86,6.65,2.22,5.96,27.74,2.26,3.33,0.00,1.35,0.65,1.06,0.00,0.12,0.12,0.00,0.00,0.53,0.00,0.53,0.11,0.27,0.37,0.65,0.44,0.11,0.49,9.69,0.35,0.10,0.34,0.45,false
2024-12-31,"Total",1854.21,0.00,51.87,447.48,1685.34,1557.89,1.68,1.12,14.70,5.94,1.97,1.16,537.33,1328.10,481.23,88.56,9.53,81.13,758.10,2.68,13.32,566.64,6.97,1311.84,4919.26,40.85,2190.67,8.57,309.06,380.00,67.41,41.86,17.39,86.46,178.66,25.29,27.07,17.38,8.88,5.53,8.70,0.16,0.66,0.66,0.00,0.00,4.13,0.01,4.12,0.88,1.46,2.35,4.28,3.28,0.88,2.86,62.34,2.17,0.66,1.92,2.94,false
2025-01-01,"'-",249.99,0.00,0.00,39.80,155.98,165.93,0.42,0.23,2.88,0.57,0.16,0.14,103.09,75.97,83.06,10.96,1.38,3.90,68.36,0.11,1.73,25.51,0.23,87.12,359.33,7.15,102.92,0.43,38.78,43.04,3.73,2.68,1.05,18.06,19.29,3.21,7.11,36.85,3.84,1.69,0.84,0.03,0.43,0.42,0.00,0.00,1.26,0.01,1.24,0.09,0.12,0.21,0.37,0.23,0.10,0.25,5.67,0.18,0.06,0.17,0.24,false
2025-01-01,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-01-01,"Lunch",1296.49,0.00,0.00,94.22,1133.53,952.50,0.91,1.46,10.86,5.74,1.50,2.81,373.23,655.63,176.36,225.13,5.19,101.71,496.55,1.28,12.09,297.20,4.65,1178.69,2442.02,59.79,2503.75,8.65,165.29,190.13,24.63,18.10,4.57,79.01,54.80,0.00,33.07,511.88,7.07,3.98,14.10,0.17,0.30,0.24,0.05,0.01,3.46,0.20,3.24,0.98,1.42,2.45,4.29,3.18,1.14,2.71,70.09,2.16,0.58,1.82,2.89,false
2025-01-01,"Dinner",267.45,,,,,,,,,,,,,0.00,,,,,,,,,,,,,408.00,,56.77,65.02,8.25,,,,26.64,18.00,1.28,,,,0.26,,,,,,,,,,,,,,,,4.00,,,,,false
2025-01-01,"Snacks",388.77,0.00,37.09,197.07,918.59,200.80,0.33,0.22,10.06,1.45,0.48,0.00,128.53,3.41,86.99,0.00,1.36,6.50,86.22,1.44,4.45,259.46,3.08,480.05,1403.95,6.94,350.21,3.28,49.62,65.51,15.56,11.73,3.83,8.45,35.54,8.06,8.59,0.00,4.01,1.56,2.37,0.01,0.15,0.15,0.00,0.00,1.41,0.00,1.41,0.31,0.71,1.12,1.92,1.28,0.33,1.47,27.89,1.02,0.29,1.03,1.29,false
2025-01-01,"Total",2771.40,0.00,70.42,484.67,3003.16,1602.36,2.15,2.33,27.52,9.88,2.68,4.04,667.06,899.38,363.52,324.32,8.65,152.97,959.24,3.90,23.37,816.55,11.14,2375.50,5505.11,95.84,3514.23,16.43,393.44,461.06,66.52,41.91,14.42,145.06,173.91,34.30,64.13,564.95,19.21,9.24,23.81,0.35,1.00,0.93,0.05,0.01,8.00,0.22,7.76,1.79,2.85,4.74,8.37,6.03,1.95,5.58,130.64,4.21,1.22,3.86,5.67,false
2025-01-02,"Dinner",574.86,0.00,0.00,364.38,578.90,545.44,0.73,0.62,7.41,4.03,1.50,0.27,398.06,2944.27,187.04,19.20,6.75,34.48,305.66,1.10,11.07,195.55,3.65,612.75,2488.26,13.09,157.30,4.33,83.30,113.90,30.08,17.88,4.22,41.20,28.93,0.00,5.02,6.00,1.79,1.11,1.47,0.06,0.12,0.12,0.00,0.00,0.60,0.00,0.60,0.38,0.68,1.11,1.85,1.68,0.32,1.30,26.41,1.10,0.31,0.72,1.36,false
2025-01-02,"Total",574.86,0.00,0.00,364.38,578.90,545.44,0.73,0.62,7.41,4.03,1.50,0.27,398.06,2944.27,187.04,19.20,6.75,34.48,305.66,1.10,11.07,195.55,3.65,612.75,2488.26,13.09,157.30,4.33,83.30,113.90,30.08,17.88,4.22,41.20,28.93,0.00,5.02,6.00,1.79,1.11,1.47,0.06,0.12,0.12,0.00,0.00,0.60,0.00,0.60,0.38,0.68,1.11,1.85,1.68,0.32,1.30,26.41,1.10,0.31,0.72,1.36,false
2025-01-03,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-01-03,"Lunch",1146.36,0.00,0.00,282.70,41.28,1054.41,9.28,8.69,67.90,4.79,11.34,19.22,614.47,2555.42,93.03,12.00,8.46,57.29,599.00,2.31,14.17,422.53,3.85,1092.53,4166.71,46.59,2679.76,7.77,132.30,170.04,37.36,12.17,5.48,22.64,48.81,0.00,18.52,110.29,5.96,1.97,6.32,0.03,0.17,0.16,0.00,0.00,1.16,0.05,1.11,0.77,2.12,2.95,5.83,5.62,1.45,3.67,84.24,2.96,0.92,2.03,3.56,false
2025-01-03,"Dinner",1004.74,,,,,,,,,,,,,,,,,,,,,,,,,,2957.18,,94.93,94.93,,,,,11.88,,43.29,,,,23.75,,,,,,,,,,,,,,,,56.17,,,,,false
2025-01-03,"Snacks",869.43,0.00,0.00,35.70,104.22,509.76,0.34,0.47,0.99,1.47,0.34,1.35,60.20,103.64,105.02,96.00,0.91,4.40,396.30,0.15,0.54,59.50,0.13,304.56,942.94,5.73,891.10,1.27,163.36,189.58,24.38,4.65,3.75,1.04,104.00,36.00,10.98,30.00,1.78,0.40,5.22,0.28,0.07,0.06,0.00,0.00,0.32,0.01,0.31,0.07,0.30,0.50,0.91,0.86,0.27,0.48,18.38,0.44,0.13,0.44,0.62,false
2025-01-03,"Bike",651.91,0.00,33.33,168.35,1033.01,283.54,0.58,0.48,7.11,2.46,0.60,1.09,93.28,165.00,17.12,88.23,1.07,42.18,323.72,1.33,5.86,286.44,3.86,752.74,1530.91,23.62,288.08,4.81,88.63,105.12,16.42,10.91,5.51,40.36,41.90,8.26,16.40,16.22,5.56,2.49,6.61,0.15,0.14,0.14,0.00,0.00,2.34,0.01,2.33,0.51,0.83,1.34,2.45,1.76,0.51,1.65,32.23,1.19,0.38,1.19,1.66,false
2025-01-03,"Total",4241.14,0.00,66.65,640.32,1973.56,2130.83,10.68,10.07,79.72,10.83,12.81,22.75,830.17,2988.44,232.29,284.46,11.16,144.72,1627.12,4.85,25.68,1002.85,11.02,2779.47,7940.37,97.90,6965.48,17.93,562.19,657.05,92.52,37.12,19.70,103.56,244.23,49.29,103.28,172.72,17.59,6.86,48.14,0.61,0.50,0.48,0.00,0.01,5.70,0.07,5.62,1.76,3.83,5.75,10.98,9.59,2.62,6.94,214.02,5.43,1.72,4.50,7.08,false
2025-01-04,"Lunch",592.31,0.00,0.00,87.08,717.92,583.94,0.87,0.85,12.34,4.76,0.91,0.00,542.61,1225.25,49.05,10.00,3.39,96.55,214.20,1.45,13.39,161.30,2.34,643.42,2113.37,41.41,786.19,5.10,85.71,113.00,25.78,20.42,3.09,55.85,16.74,0.60,4.28,0.00,1.08,1.45,0.73,0.01,0.17,0.17,0.00,0.00,1.00,0.00,1.00,0.47,0.75,1.19,1.99,1.69,0.31,1.38,31.49,1.17,0.29,0.75,1.48,false
2025-01-04,"Snacks",420.73,0.00,0.00,84.35,117.17,738.81,0.46,0.79,2.33,1.97,0.51,1.40,169.91,75.98,295.19,0.00,1.61,4.33,426.93,0.30,1.05,88.92,0.62,377.34,1370.18,22.21,74.51,1.54,65.58,82.30,14.46,8.04,6.47,0.09,64.00,0.00,1.85,10.00,0.28,0.40,0.34,0.01,0.13,0.13,0.00,0.00,0.27,0.00,0.27,0.21,0.68,1.18,2.22,1.91,0.66,1.18,25.75,0.92,0.31,1.12,1.53,false
2025-01-04,"Bike",1151.67,0.00,38.86,184.51,1135.00,563.34,1.04,1.17,9.19,4.20,0.85,2.98,156.97,516.19,17.77,233.20,1.57,101.39,856.97,1.44,7.59,356.54,4.11,1216.10,2247.41,37.09,557.79,7.15,129.27,147.05,17.71,11.76,5.95,57.35,65.48,14.76,36.68,85.52,10.95,3.56,18.37,0.78,0.25,0.24,0.00,0.00,3.08,0.02,3.05,1.07,1.67,3.19,5.99,4.84,1.29,3.11,69.87,3.00,1.04,2.42,3.65,false
2025-01-04,"Total",2164.70,0.00,38.86,355.93,1970.09,1886.08,2.37,2.80,23.86,10.93,2.26,4.38,869.49,1817.42,362.01,243.20,6.57,202.26,1498.10,3.19,22.02,606.76,7.07,2236.85,5730.96,100.71,1418.49,13.80,280.56,342.35,57.95,40.21,15.51,113.29,146.22,15.36,42.82,95.52,12.32,5.41,19.45,0.80,0.55,0.54,0.00,0.00,4.35,0.02,4.32,1.75,3.11,5.57,10.20,8.43,2.27,5.67,127.11,5.09,1.64,4.29,6.67,false
2025-01-05,"Dinner",820.31,0.00,0.00,429.61,1579.91,511.86,1.15,0.73,7.93,4.30,1.40,0.00,513.83,2437.07,77.00,0.00,2.24,9.24,407.16,1.75,12.36,370.54,4.69,901.71,3719.11,19.74,1108.13,6.52,109.89,151.04,39.93,32.13,7.80,58.34,39.15,0.00,4.31,0.00,1.02,2.24,0.80,0.00,0.39,0.39,0.00,0.00,0.73,0.00,0.73,0.61,1.42,2.35,4.28,3.41,0.79,2.87,53.65,2.13,0.73,1.73,2.81,false
2025-01-05,"Total",820.31,0.00,0.00,429.61,1579.91,511.86,1.15,0.73,7.93,4.30,1.40,0.00,513.83,2437.07,77.00,0.00,2.24,9.24,407.16,1.75,12.36,370.54,4.69,901.71,3719.11,19.74,1108.13,6.52,109.89,151.04,39.93,32.13,7.80,58.34,39.15,0.00,4.31,0.00,1.02,2.24,0.80,0.00,0.39,0.39,0.00,0.00,0.73,0.00,0.73,0.61,1.42,2.35,4.28,3.41,0.79,2.87,53.65,2.13,0.73,1.73,2.81,false
2025-01-06,"Dinner",816.46,0.00,0.00,282.09,1121.00,765.21,1.09,0.81,8.89,5.22,1.84,0.54,830.78,2015.87,192.01,38.40,4.62,52.68,398.24,1.56,17.32,267.60,4.08,1040.70,3212.49,17.64,135.82,7.10,112.48,150.76,37.86,28.74,4.87,68.40,30.55,0.00,6.62,12.00,1.69,1.38,2.42,0.11,0.24,0.24,0.00,0.00,0.81,0.00,0.81,0.59,1.26,1.98,3.35,3.15,0.51,2.29,47.68,1.76,0.49,1.29,2.36,false
2025-01-06,"Total",816.46,0.00,0.00,282.09,1121.00,765.21,1.09,0.81,8.89,5.22,1.84,0.54,830.78,2015.87,192.01,38.40,4.62,52.68,398.24,1.56,17.32,267.60,4.08,1040.70,3212.49,17.64,135.82,7.10,112.48,150.76,37.86,28.74,4.87,68.40,30.55,0.00,6.62,12.00,1.69,1.38,2.42,0.11,0.24,0.24,0.00,0.00,0.81,0.00,0.81,0.59,1.26,1.98,3.35,3.15,0.51,2.29,47.68,1.76,0.49,1.29,2.36,false
2025-01-07,"Breakfast",671.47,0.00,33.33,173.21,1083.61,283.96,0.63,0.47,6.34,2.39,0.67,1.09,87.53,164.83,17.23,88.23,0.98,42.10,352.13,1.35,6.83,326.57,4.16,844.19,1515.71,27.27,219.85,5.33,86.50,103.93,17.38,11.87,5.51,40.25,39.92,6.65,20.04,16.22,5.40,5.97,6.92,0.16,1.64,1.60,0.00,0.00,4.31,0.01,4.21,0.52,0.80,1.28,2.33,1.69,0.54,1.54,30.55,1.14,0.38,1.13,1.62,false
2025-01-07,"Total",671.47,0.00,33.33,173.21,1083.61,283.96,0.63,0.47,6.34,2.39,0.67,1.09,87.53,164.83,17.23,88.23,0.98,42.10,352.13,1.35,6.83,326.57,4.16,844.19,1515.71,27.27,219.85,5.33,86.50,103.93,17.38,11.87,5.51,40.25,39.92,6.65,20.04,16.22,5.40,5.97,6.92,0.16,1.64,1.60,0.00,0.00,4.31,0.01,4.21,0.52,0.80,1.28,2.33,1.69,0.54,1.54,30.55,1.14,0.38,1.13,1.62,false
2025-01-08,"Breakfast",568.70,0.00,33.33,153.58,795.05,283.13,0.49,0.42,3.72,2.12,0.53,1.09,62.22,164.37,17.12,88.23,0.73,40.86,308.11,1.06,5.10,234.38,3.18,629.64,1299.81,21.96,149.35,4.07,82.98,97.38,14.36,9.39,4.97,39.53,37.64,5.03,14.09,16.22,4.29,2.00,6.24,0.15,0.13,0.12,0.00,0.00,1.87,0.01,1.86,0.41,0.59,0.96,1.80,1.35,0.39,1.14,23.00,0.85,0.29,0.84,1.24,false
2025-01-08,"Lunch",625.32,0.00,0.00,124.30,325.85,428.35,0.64,0.78,2.96,1.89,0.87,1.40,438.87,102.32,75.89,0.00,2.40,8.63,433.54,0.94,6.22,205.48,1.58,598.97,1510.88,27.30,133.96,3.79,78.81,96.29,16.41,9.83,4.23,30.83,44.59,0.00,9.63,10.00,2.89,2.97,1.54,0.01,0.22,0.22,0.00,0.00,2.74,0.00,2.74,0.42,1.13,1.91,3.48,3.01,0.84,2.08,41.78,1.57,0.46,1.53,2.18,false
2025-01-08,"Dinner",1025.51,0.00,0.00,77.73,436.53,227.94,0.83,0.92,6.65,4.40,1.16,1.11,570.77,169.80,17.37,87.00,6.97,41.78,270.09,1.16,9.06,242.49,2.88,636.21,1745.86,52.72,641.81,5.49,66.54,91.15,24.20,14.47,7.42,46.78,15.03,2.26,46.06,373.00,20.39,7.53,10.78,0.01,0.46,0.42,0.04,0.01,7.00,0.15,6.82,0.66,0.96,1.73,2.83,2.43,0.74,1.96,65.14,1.50,0.42,1.15,1.85,false
2025-01-08,"Snacks",656.23,0.00,24.73,126.95,394.45,277.50,0.54,0.52,5.02,1.58,0.40,0.82,54.67,114.68,7.20,55.14,3.06,35.96,476.05,0.68,4.26,167.21,2.64,536.10,931.89,32.19,606.27,3.74,95.06,110.00,13.58,10.31,3.28,30.15,57.95,26.60,8.32,11.32,1.74,2.02,3.23,0.10,0.19,0.19,0.00,0.00,1.82,0.01,1.81,0.62,0.77,1.71,3.24,2.70,0.67,1.38,42.94,1.66,0.67,1.07,1.86,false
2025-01-08,"Total",2875.76,0.00,58.05,482.57,1951.89,1216.92,2.49,2.64,18.34,9.99,2.97,4.42,1126.54,551.17,117.57,230.37,13.15,127.23,1487.80,3.84,24.65,849.55,10.28,2400.93,5488.44,134.17,1531.40,17.09,323.38,394.82,68.55,44.01,19.90,147.29,155.22,33.89,78.11,410.53,29.30,14.53,21.79,0.26,0.99,0.94,0.04,0.01,13.43,0.16,13.23,2.11,3.46,6.30,11.34,9.48,2.64,6.57,172.86,5.58,1.83,4.59,7.14,false
2025-01-09,"Breakfast",1049.29,0.00,58.05,339.14,1342.00,750.97,1.05,0.69,8.17,3.50,1.17,1.20,196.50,323.44,247.25,88.23,1.85,42.32,569.11,1.88,7.84,421.87,4.48,1012.99,2803.90,27.73,251.33,6.39,154.56,183.98,28.00,20.04,7.96,44.85,97.31,5.03,20.38,17.38,5.40,4.99,7.80,0.15,0.84,0.79,0.00,0.00,4.13,0.01,4.03,0.81,1.23,2.28,4.16,3.53,0.90,2.18,56.91,2.17,0.73,1.59,2.68,false
2025-01-09,"Lunch",707.30,0.00,0.00,95.46,285.53,512.85,0.97,0.36,8.33,1.66,1.10,0.00,490.93,207.07,95.54,0.00,6.78,52.78,305.76,1.27,9.18,271.00,3.95,577.77,2133.14,30.37,489.68,4.93,90.68,115.79,24.69,12.58,4.78,56.69,29.81,3.69,13.66,0.00,3.27,6.14,2.18,0.01,0.30,0.30,0.00,0.00,3.90,0.00,3.89,0.42,0.71,1.09,1.83,1.53,0.36,1.39,34.43,0.99,0.30,0.69,1.12,false
2025-01-09,"Dinner",1152.11,0.00,0.00,21.73,4.51,61.41,0.04,0.08,0.33,0.30,0.07,0.08,59.77,113.70,10.30,1.13,3.48,130.48,146.05,0.11,1.35,37.44,0.38,76.32,262.71,2.21,2950.09,0.64,95.50,96.64,1.14,0.93,0.21,0.20,11.33,0.00,53.62,4.62,14.48,3.55,20.51,0.09,0.73,0.73,0.00,0.00,2.72,0.00,2.72,0.02,0.06,0.11,0.21,0.16,0.05,0.12,67.93,0.09,0.03,0.12,0.14,false
2025-01-09,"Snacks",226.21,0.00,24.73,114.22,603.59,214.13,0.30,0.77,0.95,1.16,0.21,1.75,31.34,2.50,0.00,0.00,0.24,0.91,302.86,0.53,2.75,128.15,1.56,565.71,629.54,35.33,93.06,2.68,21.50,28.57,7.06,5.06,2.00,10.52,8.65,0.00,3.80,12.50,1.07,0.63,1.40,0.01,0.03,0.03,0.00,0.00,0.60,0.00,0.60,0.35,0.85,1.53,2.98,2.34,0.82,1.57,31.32,1.21,0.43,1.49,1.99,false
2025-01-09,"Total",3134.91,0.00,82.78,570.55,2235.62,1539.36,2.36,1.91,17.78,6.61,2.56,3.04,778.55,646.71,353.09,89.36,12.35,226.49,1323.78,3.79,21.11,858.46,10.37,2232.80,5829.29,95.64,3784.17,14.65,362.24,424.98,60.89,38.60,14.95,112.26,147.10,8.72,91.46,34.51,24.23,15.30,31.91,0.26,1.89,1.84,0.00,0.00,11.35,0.01,11.25,1.60,2.85,5.01,9.17,7.56,2.13,5.26,190.59,4.45,1.49,3.89,5.93,false
2025-01-10,"Breakfast",1099.56,0.00,33.33,262.16,1027.89,825.06,1.15,1.19,7.00,3.97,1.26,2.49,414.28,268.86,226.58,88.23,2.76,46.04,738.63,1.75,9.15,388.06,4.17,1138.52,2782.18,47.24,257.58,6.92,154.34,185.24,29.45,17.85,10.21,58.03,87.84,5.03,20.23,26.22,6.07,3.81,7.26,0.16,0.26,0.26,0.00,0.00,3.53,0.01,3.52,0.75,1.55,2.59,4.77,3.93,1.17,2.88,58.64,2.16,0.68,2.21,3.18,false
2025-01-10,"Lunch",983.45,0.15,5.60,16.56,195.87,134.80,0.10,0.12,0.65,0.23,0.08,0.08,22.31,15.12,6.90,6.44,1.30,17.28,21.17,0.28,1.85,32.85,0.39,63.93,237.31,7.23,1092.70,0.86,121.73,136.59,13.65,3.72,1.23,5.41,41.25,17.25,41.01,27.77,3.04,4.48,12.23,0.04,0.51,0.50,0.00,0.00,3.97,0.01,3.96,0.05,0.06,0.11,0.20,0.14,0.05,0.13,24.00,0.10,0.03,0.09,0.15,false
2025-01-10,"Dinner",666.00,0.00,0.00,442.80,2264.40,235.74,1.04,0.67,6.71,4.86,1.49,0.00,378.00,2885.03,58.80,0.00,2.37,11.82,426.00,2.28,14.07,441.00,6.29,1014.00,4425.00,26.96,144.00,7.68,71.79,100.53,27.41,16.93,10.49,23.17,30.88,0.00,1.65,0.00,0.21,0.80,0.29,0.00,0.07,0.07,0.00,0.00,0.45,0.00,0.45,0.79,1.83,2.96,4.94,4.10,0.94,3.51,66.03,2.81,0.96,2.38,3.27,false
2025-01-10,"Total",2749.01,0.15,38.93,721.52,3488.15,1195.60,2.29,1.98,14.36,9.06,2.83,2.57,814.59,3169.01,292.28,94.67,6.43,75.14,1185.80,4.31,25.07,861.91,10.86,2216.46,7444.48,81.44,1494.28,15.46,347.85,422.36,70.51,38.50,21.94,86.60,159.96,22.28,62.89,53.99,9.32,9.09,19.78,0.20,0.84,0.84,0.00,0.00,7.96,0.02,7.94,1.59,3.44,5.66,9.90,8.17,2.16,6.52,148.67,5.06,1.68,4.68,6.60,false
2025-01-11,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-01-12,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-01-13,"Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
2025-01-14,"Breakfast",829.10,0.00,33.33,233.40,864.10,754.91,0.90,0.63,5.10,3.32,0.84,1.09,202.77,218.23,265.75,88.23,2.06,42.73,497.21,1.29,5.67,284.63,3.32,703.39,2223.36,24.26,150.20,4.43,133.82,163.17,27.21,15.37,11.89,39.57,89.48,5.03,14.79,16.22,4.40,2.16,6.33,0.15,0.17,0.16,0.00,0.00,1.99,0.01,1.98,0.45,0.68,1.08,1.91,1.57,0.48,1.29,27.54,0.92,0.33,0.92,1.44,false
2025-01-14,"Lunch",560.33,0.00,0.00,305.63,1096.51,380.21,0.69,0.63,7.05,3.70,1.09,0.00,269.54,2408.45,53.13,0.00,2.09,8.00,244.89,1.30,7.84,262.35,3.60,631.11,2865.56,13.96,577.17,4.61,80.61,102.30,20.87,14.81,6.06,37.05,31.64,0.00,3.73,0.00,0.96,1.66,0.75,0.00,0.08,0.08,0.00,0.00,0.53,0.00,0.53,0.47,1.03,1.60,3.05,2.47,0.59,1.98,37.78,1.56,0.53,1.34,1.87,false
